Lead ID,Business Name,Category,Decision Maker,Email Address,Phone Number,Website Status,Current Website URL,Facebook Profile,Instagram Profile,Google Rating,Review Count,Street Address,City,State / Region,Postal Code,Country,Lead Score (0-100),Est. Annual Revenue,Est. Employee Count,Buying Intent Score,SWOT Top Strength,SWOT Critical Deficit,AI Recommended Pitch Hook,AI Pitch Preview,Outreach Status
LEAD-0044,Highland Banqueting Hall,Event Venue,Olivia Hall,contact@highlandbanquetiwaterford.ie,+353 51 840 4241,MISSING,None (Missing),https://facebook.com/highlandbanqueti,None,4.6★,42,19 Main Street,Waterford,Munster,X91 0006,IE,80.85,$500k - $2.0M,5-12,90/100,Strong local reputation (4.6★ across 42 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Highland Banqueting Hall vs other event venues in Waterford,"Hi,  I was researching event venues in Waterford and noticed that while Highland Banqueting Hall has a great reputation, other event venues in Waterford is currently capturing a significant share of l...",READY (Approved)
LEAD-0045,Sweet Hearth Artisan Bakery,Bakery,Olivia Walker,contact@sweethearthartisbelfast.co.uk,+44 28 916 7594,BROKEN,http://www.sweethearthartisbelfast.co.uk,https://facebook.com/sweethearthartis,https://instagram.com/sweethearthartis,4.6★,90,21 Main Street,Belfast,Ulster,BT14 852AB,GB,83.25,$200k - $550k,5-12,60/100,Strong local reputation (4.6★ across 90 Google reviews).,,Quick question regarding Sweet Hearth Artisan Bakery vs other bakerys in Belfast,"Hi,  I was researching bakerys in Belfast and noticed that while Sweet Hearth Artisan Bakery has a great reputation, other bakerys in Belfast is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0046,Pinnacle General Contracting,Contractor,Sophie Kennedy,contact@pinnaclegeneralclondon.co.uk,+44 20 790 1659,SOCIAL,https://facebook.com/pinnaclegeneralc,https://facebook.com/pinnaclegeneralc,https://instagram.com/pinnaclegeneralc,4.8★,170,72 Market Square,London,Greater London,EC19A 546AA,GB,92.75,$600k - $2.5M,10-25,90/100,Strong local reputation (4.8★ across 170 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Pinnacle General Contracting vs other contractors in London,"Hi,  I was researching contractors in London and noticed that while Pinnacle General Contracting has a great reputation, other contractors in London is currently capturing a significant share of local...",READY (Approved)
LEAD-0047,Valley Pet Care Center,Veterinary,Matthew Martinez,contact@valleypetcarecenmanchester.co.uk,+44 161 886 2713,BROKEN,http://www.valleypetcarecenmanchester.co.uk,https://facebook.com/valleypetcarecen,https://instagram.com/valleypetcarecen,4.3★,124,74 Station Road,Manchester,Greater Manchester,M18 137CD,GB,86.75,$450k - $1.3M,10-25,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Valley Pet Care Center vs other veterinarys in Manchester,"Hi,  I was researching veterinarys in Manchester and noticed that while Valley Pet Care Center has a great reputation, other veterinarys in Manchester is currently capturing a significant share of loc...",READY (Approved)
LEAD-0048,Harbour Dental Care,Dentist,David Rodriguez,enquiries@harbourdentalcaredinburgh.co.uk,+44 131 673 7770,MISSING,None (Missing),https://facebook.com/harbourdentalcar,None,4.8★,19,14 Church Road,Edinburgh,Scotland,EH9 662EF,GB,81.65,$400k - $1.2M,2-5,80/100,Strong local reputation (4.8★ across 19 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Harbour Dental Care vs other dentists in Edinburgh,"Hi,  I was researching dentists in Edinburgh and noticed that while Harbour Dental Care has a great reputation, other dentists in Edinburgh is currently capturing a significant share of local Google S...",READY (Approved)
LEAD-0049,Williams's Plumber,Plumber,Zoe Williams,hello@williamssplumberbirmingham.co.uk,+44 121 518 1224,MISSING,None (Missing),https://facebook.com/williamssplumber,None,4.6★,40,31 King Street,Birmingham,West Midlands,B16 833GH,GB,79.75,$250k - $750k,5-12,90/100,Strong local reputation (4.6★ across 40 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Williams's Plumber vs other plumbers in Birmingham,"Hi,  I was researching plumbers in Birmingham and noticed that while Williams's Plumber has a great reputation, other plumbers in Birmingham is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0050,Crown Roofing Solutions,Roofing,Matthew O'Sullivan,enquiries@crownroofingsolunewyork.com,+1 212 348 7284,MISSING,None (Missing),https://facebook.com/crownroofingsolu,None,4.4★,3,107 Bridge Street,New York,New York,10017,US,76.75,$500k - $1.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Crown Roofing Solutions vs other roofings in New York,"Hi,  I was researching roofings in New York and noticed that while Crown Roofing Solutions has a great reputation, other roofings in New York is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0051,Spark Electricians & Automation,Electrician,Ella Quinn,ella@sparkelectricianaustin.com,+1 512 751 8935,MISSING,None (Missing),https://facebook.com/sparkelectrician,https://instagram.com/sparkelectrician,4.8★,32,49 Park Avenue,Austin,Texas,78719,US,83.85,$300k - $800k,5-12,90/100,Strong local reputation (4.8★ across 32 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Spark Electricians & Automation vs other electricians in Austin,"Hi,  I was researching electricians in Austin and noticed that while Spark Electricians & Automation has a great reputation, other electricians in Austin is currently capturing a significant share of ...",READY (Approved)
LEAD-0052,The Artisan Dining Room,Restaurant,Marcus O'Sullivan,hello@theartisandiningchicago.com,+1 312 707 1606,MISSING,None (Missing),None,https://instagram.com/theartisandining,4.5★,21,26 Wellington Road,Chicago,Illinois,60615,US,80.85,$400k - $1.5M,2-5,80/100,Strong local reputation (4.5★ across 21 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Artisan Dining Room vs other restaurants in Chicago,"Hi,  I was researching restaurants in Chicago and noticed that while The Artisan Dining Room has a great reputation, other restaurants in Chicago is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0053,Maple & Co Artisan Roasters,Cafe,James Walsh,contact@maplecoartisanromiami.com,+1 305 838 7512,SOCIAL,https://facebook.com/maplecoartisanro,https://facebook.com/maplecoartisanro,None,4.7★,235,98 Bridge Street,Miami,Florida,33121,US,91.75,$200k - $600k,10-25,90/100,Strong local reputation (4.7★ across 235 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Maple & Co Artisan Roasters vs other cafes in Miami,"Hi,  I was researching cafes in Miami and noticed that while Maple & Co Artisan Roasters has a great reputation, other cafes in Miami is currently capturing a significant share of local Google Search ...",READY (Approved)
LEAD-0054,Velvet Hair Beauty & Hair Lounge,Salon,Conor Dunne,contact@velvethairbeautyseattle.com,+1 206 432 2480,MISSING,None (Missing),https://facebook.com/velvethairbeauty,None,4.4★,10,77 High Street,Seattle,Washington,98102,US,76.75,$200k - $500k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Velvet Hair Beauty & Hair Lounge vs other salons in Seattle,"Hi,  I was researching salons in Seattle and noticed that while Velvet Hair Beauty & Hair Lounge has a great reputation, other salons in Seattle is currently capturing a significant share of local Goo...",READY (Approved)
LEAD-0055,Prime Health & Performance,Gym,James Thomas,enquiries@primehealthperfosydney.com.au,+61 2 898 3950,MISSING,None (Missing),https://facebook.com/primehealthperfo,None,4.4★,84,150 King Street,Sydney,New South Wales,2008,AU,79.95,$350k - $900k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Prime Health & Performance vs other gyms in Sydney,"Hi,  I was researching gyms in Sydney and noticed that while Prime Health & Performance has a great reputation, other gyms in Sydney is currently capturing a significant share of local Google Search t...",READY (Approved)
LEAD-0056,Hall's Lawyer,Lawyer,Sean Hall,info@hallslawyermelbourne.com.au,+61 3 652 6661,LIVE,https://www.hallslawyermelbourne.com.au,https://facebook.com/hallslawyer,https://instagram.com/hallslawyer,4.8★,106,65 Commercial Road,Melbourne,Victoria,30010,AU,63.75,$600k - $2.5M,10-25,60/100,Strong local reputation (4.8★ across 106 Google reviews).,,Quick question regarding Hall's Lawyer vs other lawyers in Melbourne,"Hi,  I was researching lawyers in Melbourne and noticed that while Hall's Lawyer has a great reputation, other lawyers in Melbourne is currently capturing a significant share of local Google Search tr...",READY (Approved)
LEAD-0057,Sterling Tax & Wealth Advisors,Accountant,Jack Kennedy,contact@sterlingtaxwealttoronto.ca,+1 416 222 7484,MISSING,None (Missing),https://facebook.com/sterlingtaxwealt,None,4.4★,48,128 Oak Lane,Toronto,Ontario,M5V 8K721,CA,78.15,$400k - $1.2M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Sterling Tax & Wealth Advisors vs other accountants in Toronto,"Hi,  I was researching accountants in Toronto and noticed that while Sterling Tax & Wealth Advisors has a great reputation, other accountants in Toronto is currently capturing a significant share of l...",READY (Approved)
LEAD-0058,Precision Auto Auto Service & Repair,Car Repair,Hannah Brown,contact@precisionautoautvancouver.ca,+1 604 651 1546,MISSING,None (Missing),None,https://instagram.com/precisionautoaut,4.8★,72,45 Church Road,Vancouver,British Columbia,V6B 5L905,CA,81.35,$350k - $850k,5-12,90/100,Strong local reputation (4.8★ across 72 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Precision Auto Auto Service & Repair vs other car repairs in Vancouver,"Hi,  I was researching car repairs in Vancouver and noticed that while Precision Auto Auto Service & Repair has a great reputation, other car repairs in Vancouver is currently capturing a significant ...",READY (Approved)
LEAD-0059,Golden Hour Visual Media Studio,Photographer,Thomas White,thomas@goldenhourvisualauckland.co.nz,+64 9 502 6549,SOCIAL,https://facebook.com/goldenhourvisual,https://facebook.com/goldenhourvisual,https://instagram.com/goldenhourvisual,4.8★,31,58 Station Road,Auckland,Auckland,10118,NZ,93.85,$150k - $400k,5-12,90/100,Strong local reputation (4.8★ across 31 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Golden Hour Visual Media Studio vs other photographers in Auckland,"Hi,  I was researching photographers in Auckland and noticed that while Golden Hour Visual Media Studio has a great reputation, other photographers in Auckland is currently capturing a significant sha...",READY (Approved)
LEAD-0060,The Barn Venue & Retreat,Event Venue,Samuel Williams,contact@thebarnvenueretrdublin.ie,+353 1 798 7242,SOCIAL,https://facebook.com/thebarnvenueretr,https://facebook.com/thebarnvenueretr,None,4.7★,64,7 Trinity Street,Dublin,Leinster,D11 X724,IE,90.95,$500k - $2.0M,5-12,90/100,Strong local reputation (4.7★ across 64 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Barn Venue & Retreat vs other event venues in Dublin,"Hi,  I was researching event venues in Dublin and noticed that while The Barn Venue & Retreat has a great reputation, other event venues in Dublin is currently capturing a significant share of local G...",READY (Approved)
LEAD-0061,Cinnamon & Co Bakery & Patisserie,Bakery,Emily Martin,hello@cinnamoncobakerycork.ie,+353 21 246 1609,MISSING,None (Missing),https://facebook.com/cinnamoncobakery,https://instagram.com/cinnamoncobakery,4.5★,72,117 Broad Street,Cork,Munster,T12 0022,IE,75.35,$200k - $550k,5-12,90/100,Strong local reputation (4.5★ across 72 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Cinnamon & Co Bakery & Patisserie vs other bakerys in Cork,"Hi,  I was researching bakerys in Cork and noticed that while Cinnamon & Co Bakery & Patisserie has a great reputation, other bakerys in Cork is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0062,BuildCraft Home Builders,Contractor,James Lewis,enquiries@buildcrafthomebugalway.ie,+353 91 617 5583,MISSING,None (Missing),https://facebook.com/buildcrafthomebu,https://instagram.com/buildcrafthomebu,4.2★,48,26 Broad Street,Galway,Connacht,H91 0018,IE,78.15,$600k - $2.5M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding BuildCraft Home Builders vs other contractors in Galway,"Hi,  I was researching contractors in Galway and noticed that while BuildCraft Home Builders has a great reputation, other contractors in Galway is currently capturing a significant share of local Goo...",READY (Approved)
